assessment,Eccentricity,Extent,Solidity,Circularity,Relative Area,Hu Moment 4,Hu Moment 5,Hu Moment 6,Hu Moment 7
0.35568627627197036,-0.1210128772415026,0.1925554367950797,-0.6114396799943521,-1.2467459370771792,0.057008684102323924,-1.4676291816181248,-0.9945307766637516,-0.9959135796612385,1.1165441090277255
0.35568627627197036,-1.5943835453943467,-0.7763267576613723,-0.8294529050722138,-0.31303759743571324,-0.6425692034742901,0.35160941486964786,-0.8219381437457157,-0.8181226530136829,0.9424747380684985
0.35568627627197036,-0.5097770506423408,1.057614028590486,0.719556179459569,0.9155178843981949,1.2370300548568636,1.2659325707270417,-0.7563428728971335,1.0292702534034073,-0.9051993801642225
0.35568627627197036,0.41564061433065647,0.3664182461834865,0.8879975756172571,1.0830199718396347,0.320901178115067,-0.35357093913714294,-0.9001886741966596,-0.8903837586840956,-1.043067362841614
0.35568627627197036,-0.7060222504104454,-0.18338329488295427,0.4276379569992733,0.08152377760160909,0.19105172259405398,1.6237293888309294,1.0264178225409981,1.0297417685007237,-0.8766474238503906
1.0767888485315575,-0.7782921311357645,0.12276888165067751,-0.6874244052344844,-0.46467493279162275,-0.17018647249845867,1.4235764104341335,-0.747204121117882,1.0035488144863018,0.8655997095925291
1.0767888485315575,0.18990654866477202,-1.093387295237037,-1.2135516913362392,-0.21430797687672423,-1.0671844502758137,0.5962672560811576,1.0923666298001828,-0.8126809721069952,0.9336306901244835
-0.3654162959876167,-0.6857711897012061,-0.1696519355019741,0.33939756111004915,-0.3049847051713523,-0.46159161766912854,1.701391701138898,1.0136141621936106,-0.7421672903109784,-0.8780930245728009
-0.3654162959876167,-0.5903181242446334,0.8378864464848779,0.0959682273409155,-0.4543001147434843,0.4234770730102613,0.7434333355773611,1.0679255776209113,-0.7999250918345098,0.913966533476399
0.35568627627197036,-1.1771570330653494,0.6545026418581837,0.2023198117135368,-0.1270551584632628,0.5713495806884128,0.59828527400861,1.108909260235096,1.1032191048328635,-0.9719799486489584
0.35568627627197036,-1.0163188246158126,0.5509267735292634,0.850807834340333,0.1529153626098753,0.7972310750928081,0.0045442039373439136,-0.884719938004509,1.1156961944905248,-1.0115971809264168
1.0767888485315575,-0.12307253842469032,0.8732034592869788,1.4601092083677736,1.1206323797254287,0.992353847299581,-0.4822263261728492,1.1654551278986853,-0.9402655974141002,-1.0380939514524998
1.0767888485315575,-1.3860555412072082,0.6708229048554859,1.4699146796745033,1.0639606634907457,1.1734856028408611,-0.2020545895294841,1.181141441884849,-0.8992849579925595,1.0189706098707343
-1.0865188682472038,0.9111074923304396,-0.4899578726123791,0.33777102214822424,0.5531260430580722,-1.5758092014619132,1.8721793745401765,0.9758126185880822,0.972925299767587,-0.8551032996061954
-1.0865188682472038,0.15421094856887585,-1.3751857199668962,-0.3255780201573941,0.2957718481431427,-1.5225532810904367,1.7546302638960576,-0.7139281538856632,-0.7234534999273698,-0.8026636483920552
-0.3654162959876167,-1.359885205756302,2.4831285850868072,1.921873780338587,2.8757968821607878,2.882352790010699,1.3854900156039416,-0.7577643442533062,-0.7604352293770984,0.8583852117212236
-0.3654162959876167,1.1328127224881832,0.15786524187742185,0.13466108714950453,-0.6514110153384811,-0.3708116907900123,-0.31018300577133623,1.159109956539705,1.1632662965928449,1.0257782776308444
-0.3654162959876167,1.0622469393329506,-0.36592742843538023,0.4693268984351404,0.9060313584899604,-1.1058962316684984,2.7347660387169874,0.8917243217830609,-0.5838554844321211,-0.7796235251994339
-0.3654162959876167,-0.7351814704204174,0.5839711463075526,1.2346305425943727,1.057409639268775,0.7235054486526411,-0.7868185467499065,-0.9423536832934223,-0.9067653368861069,1.066551430050777
-0.3654162959876167,0.29144702746154605,0.10477297918630114,0.27060783028962143,-0.9986104221924029,0.35128289423690007,-1.7478163564070501,-1.0250800532967554,-1.0250233426704125,1.12254867656078
-0.3654162959876167,1.5106380768497547,-0.5443209706098348,-0.18691118476320895,-0.2885963142495202,-0.6722528526670398,-1.9899198857296507,-1.0385646867051264,-1.0511254627241435,-1.1661767831837857
0.35568627627197036,0.49080414872348566,-1.2894491379445565,-2.1813461934381335,-1.2713129290033702,-1.0829217955586494,-0.6572298063478379,-0.9283773691562384,-0.92553341925245,-1.0282830520304358
0.35568627627197036,-1.9607558831311498,0.2379251823934902,0.9498929155419824,0.6325652858248115,0.34560579238338346,0.6189414509338244,1.0986465364995375,1.071423028593795,-0.9582125134254761
-0.3654162959876167,0.5387851624127075,-0.14669546438094463,-0.12371961236531341,-0.675671612816793,-0.10230265839571447,0.9875567024280821,1.0670797766329656,1.0784575806470944,0.9169502171351931
-2.5287240127663777,-0.509913505465657,0.2677783366724119,0.6637954511723113,-0.8751340622203031,0.6200567629911758,-0.31086934571284736,-0.9120017941036177,-0.9110632842575869,-1.0252238839588272
0.35568627627197036,0.41022918166503863,-0.4071091064392356,-0.04822272132318779,-0.1811204892042221,-0.26386208382988585,-1.0239634188220876,-0.9528673621225469,-0.9557123909585351,-1.0906870110574753
-0.3654162959876167,-0.5415081767205175,-1.0317070127706296,-0.61315390916383,0.03485510157906076,-1.0610891133475289,0.7287069431745844,-0.8007358439228601,-0.7934585017276699,-0.9413776613401335
-0.3654162959876167,0.9624549229372512,-0.9612746857073856,0.8027378748149738,1.0756712065049405,-1.1782197299968333,0.13607928781712755,-0.8565576730337721,-0.8601695027406469,0.9539437268957622
-0.3654162959876167,-0.5003478251394075,-0.6832271410696081,-0.8744846023801783,-0.5390814715092812,-0.49242872667140847,0.680409141365525,1.0849342080365314,1.0692302727052934,0.9213178514325351
-0.3654162959876167,0.6481101056044571,0.13610513770166946,-0.05170236683257755,-0.3713880072766217,0.5045869300000271,0.16964754501720575,1.1235679333651463,1.1327099722007692,0.9810449967858615
-0.3654162959876167,0.10453364730146913,0.5527388693298805,-0.0963955090843474,-1.3511697606173567,0.9335978093724955,-1.4228365731196806,-0.9880992034553983,-0.9778342375462318,-1.1351804665291265
-2.5287240127663777,-0.5081056977488217,0.07778039099430287,0.6457577195025838,0.23263279574460644,0.4078382111843733,-0.2821519309451936,-0.8585590837330594,-0.8728076400492659,1.0208356664494436
-2.5287240127663777,-0.15808825593451892,0.18625532145520773,0.5394271640225559,0.0621077514220093,0.16995492439566656,-0.109342404832929,-0.8904118189407144,-0.8946160279849918,-1.0032483718311502
